	Kingdom	Phyla	Class	Order	Family	Genus	Species	Kingdom_Eukaryome	Phylum_Eukaryome	Class_Eukaryome	Order_Eukaryome	Family_Eukaryome	Genus_Eukaryome	Species_Eukaryome
Taxa_4	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Picoa	juniperi	Fungi	Ascomycota	Pezizomycetes	Pezizales	NA	NA	NA
Taxa_5	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	citreonigrum
Taxa_6	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	ruber	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	umbrosus
Taxa_7	Fungi	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	herbarum	Fungi	Ascomycota	Dothideomycetes	Dothideales	Cladosporiaceae	Cladosporium	NA
Taxa_8	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	radiatolobatum
Taxa_9	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Delastria	NA	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_10	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	flagelliformis	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	flagelliformis
Taxa_13	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Pustularia	NA	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Sepultariella	cf.semi-immersa
Taxa_14	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Geopora	clausa	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_16	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Geopora	NA	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_17	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	NA	NA	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	NA	NA
Taxa_18	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	NA	NA	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	NA	NA
Taxa_19	Fungi	Ascomycota	Dothideomycetes	Gloniales	Gloniaceae	Cenococcum	NA	Fungi	Ascomycota	Dothideomycetes	Gloniales	Gloniaceae	Cenococcum	NA
Taxa_21	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Pyronemataceae_gen_Incertae_sedis	NA	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_23	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Delastria	NA	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_24	Fungi	Ascomycota	Dothideomycetes	Gloniales	Gloniaceae	NA	NA	Fungi	Ascomycota	Dothideomycetes	Gloniales	Gloniaceae	Cenococcum	NA
Taxa_26	Fungi	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	herbarum	Fungi	Ascomycota	Dothideomycetes	Dothideales	Cladosporiaceae	Cladosporium	NA
Taxa_28	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	NA	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	NA
Taxa_29	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	lilacinogrisea	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	NA
Taxa_30	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	incrustans	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	incrustans
Taxa_31	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Geopora	NA	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_32	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Kiskunsagia	ubrizsyi	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Platystomum	NA
Taxa_33	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Geopora	NA	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_34	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Mallocybe	heimii	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Mallocybe	NA
Taxa_36	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	thomii
Taxa_37	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Delastria	NA	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_39	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Geopora	clausa	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_40	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Delastria	NA	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_42	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Pseudosperma	NA	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	rimosa
Taxa_43	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Dactylonectria	macrodidyma	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Dactylonectria	NA
Taxa_44	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	NA	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	epigaea
Taxa_45	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	NA	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	NA
Taxa_46	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Botrytis	caroliniana	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Botrytis	NA
Taxa_47	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Amphinema	NA	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Tylosporaceae	Amphinema	NA
Taxa_48	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	citreonigrum
Taxa_49	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Mallocybe	heimii	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Mallocybe	NA
Taxa_50	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	restricta	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	restricta
Taxa_51	Fungi	Ascomycota	Dothideomycetes	Gloniales	Gloniaceae	Cenococcum	NA	Fungi	Ascomycota	Dothideomycetes	Gloniales	Gloniaceae	Cenococcum	NA
Taxa_52	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	mediterraneensis	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	NA
Taxa_53	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	cinerea	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	NA
Taxa_54	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	zeae
Taxa_58	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Paragalactinia	succosa	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Paragalactinia	succosella
Taxa_59	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	NA	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	NA
Taxa_61	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	solani	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	yali.inficiens
Taxa_64	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Delastria	NA	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_65	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Amphinema	NA	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Tylosporaceae	Amphinema	NA
Taxa_67	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	equiseti	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	intricans
Taxa_69	Fungi	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Tuber	zambonelliae	Fungi	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Tuber	NA
Taxa_72	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Geopora	NA	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Geopora	NA
Taxa_73	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Geopora	NA	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_76	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Delastria	NA	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_77	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Geopora	NA	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Geopora	NA
Taxa_79	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraphoma	radicina	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraphoma	radicina
Taxa_83	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Delastria	NA	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_84	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA	Fungi	Basidiomycota	NA	NA	NA	NA	NA
Taxa_86	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Geopora	clausa	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_87	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Helvellosebacina	NA	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Helvellosebacina	NA
Taxa_89	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	NA	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	NA
Taxa_90	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Penicillaginaceae	Penicillago	nodositata	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	NA	NA
Taxa_92	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	NA	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	NA
Taxa_93	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	restricta	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	restricta
Taxa_100	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	rufuloides	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	NA
Taxa_103	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	rufula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	NA
Taxa_105	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	subtestacea	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	subtestacea
Taxa_107	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Massarinaceae	Stagonospora	NA	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Massarinaceae	Stagonospora	NA
Taxa_109	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	NA	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	NA
Taxa_111	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	radiatolobatum
Taxa_112	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	NA	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	NA
Taxa_113	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	ilicis	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	NA
Taxa_114	Fungi	Ascomycota	NA	NA	NA	NA	NA	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_115	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Thelephora	NA	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Thelephora	NA
Taxa_116	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	splendens	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	NA
Taxa_119	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Striaticonidium	brachysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Myrothecium	cinctum
Taxa_121	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Paracladophialophoraceae	NA	NA	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	NA
Taxa_123	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	NA	Fungi	NA	NA	NA	NA	NA	NA
Taxa_124	Fungi	NA	NA	NA	NA	NA	NA	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_125	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Paragalactinia	succosa	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Paragalactinia	NA
Taxa_126	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	derbschii	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	NA
Taxa_127	Fungi	Basidiomycota	Geminibasidiomycetes	Geminibasidiales	Geminibasidiaceae	Geminibasidium	NA	Fungi	Basidiomycota	Geminibasidiomycetes	Geminibasidiales	Geminibasidiaceae	Geminibasidium	NA
Taxa_128	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	pullulans	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	NA
Taxa_132	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	arunalokei	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	restricta
Taxa_135	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Geopora	NA	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Geopora	NA
Taxa_141	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	acutoconica	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	acutoconica
Taxa_142	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	ilicis	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	NA
Taxa_143	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiotremataceae	Atrocalyx	NA	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cryptocoryneaceae	NA	NA
Taxa_147	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	NA	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	NA
Taxa_149	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	thomii
Taxa_151	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	lilacinogrisea	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	lilacinogrisea
Taxa_153	Fungi	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Tuber	oligospermum	Fungi	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Tuber	oligospermum
Taxa_155	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Geopora	clausa	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_159	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Delastria	NA	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_160	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Mallocybe	heimii	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Mallocybe	NA
Taxa_162	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Apiosordaria	NA	Fungi	Ascomycota	Sordariomycetes	Sordariales	Neoschizotheciaceae	Jugulospora	NA
Taxa_163	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA	Fungi	Basidiomycota	NA	NA	NA	NA	NA
Taxa_165	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Geopora	NA	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_169	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	NA	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	NA
Taxa_170	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraphoma	NA	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraphoma	NA
Taxa_171	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliales_fam_Incertae_sedis	Orbiliales_gen_Incertae_sedis	NA	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_177	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Pyronemataceae_gen_Incertae_sedis	NA	Fungi	Ascomycota	NA	NA	NA	NA	NA
Taxa_179	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	ferruginea	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	NA
Taxa_180	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Helvellosebacina	NA	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Helvellosebacina	NA
Taxa_183	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	NA	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	NA
Taxa_184	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Parabambusicolaceae	Neoaquastroma	NA	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_187	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Pseudosperma	NA	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	rimosa
Taxa_188	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	NA	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	NA
Taxa_191	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	badia	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	NA
Taxa_193	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	thomii
Taxa_194	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Mallocybe	heimii	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Mallocybe	NA
Taxa_196	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	citreonigrum
Taxa_197	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Delastria	NA	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_198	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	restricta	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	restricta
Taxa_200	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	NA	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	NA
Taxa_201	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	NA	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	NA
Taxa_202	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	NA	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	NA
Taxa_206	Fungi	Ascomycota	Dothideomycetes	Gloniales	Gloniaceae	Cenococcum	NA	Fungi	Ascomycota	Dothideomycetes	Gloniales	Gloniaceae	Cenococcum	NA
Taxa_207	Fungi	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	halotolerans	Fungi	Ascomycota	Dothideomycetes	Dothideales	Cladosporiaceae	Cladosporium	NA
Taxa_208	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Hypocreales_gen_Incertae_sedis	NA	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_209	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Mallocybe	heimii	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Mallocybe	NA
Taxa_210	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Myrmecocystis	mediterranea	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_213	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	NA	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	NA
Taxa_214	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Myrmecocystis	mediterranea	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_215	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	variasi	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Neocosmospora	NA
Taxa_216	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	NA	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	NA
Taxa_217	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Trichomeriaceae_gen_Incertae_sedis	NA	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
Taxa_218	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	mecoana	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	NA
Taxa_220	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	verruculosus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	NA
Taxa_222	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	NA	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	NA
Taxa_226	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Paracladophialophoraceae	NA	NA	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	NA
Taxa_228	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	thomii
Taxa_231	Fungi	Ascomycota	NA	NA	NA	NA	NA	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	NA
Taxa_233	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	kongii
Taxa_234	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Cyphellophoraceae	Cyphellophora	NA	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Cyphellophoraceae	Cyphellophora	NA
Taxa_235	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliales_fam_Incertae_sedis	Orbiliales_gen_Incertae_sedis	NA	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	NA	NA
Taxa_239	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	NA	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	NA
